slide,tumor_150,tumor_287,tumor_377,tumor_450,cd4_150,cd4_287,cd4_377,cd4_450,cd8_150,cd8_287,cd8_377,cd8_450,foxp3_150,foxp3_287,foxp3_377,foxp3_450,pdmac_150,pdmac_287,pdmac_377,pdmac_450,other_150,other_287,other_377,other_450,y,n_cells_corrected
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24325-12_HP_IM3_2_[15721,10368].npy",22.0,46.0,29.0,29.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,14.0,8.0,21.0,3.0,28.0,48.0,28.0,0.0,2526.7875800066863
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__18918-09_HP_IM3_21_[19683.7,14920.1].npy",19.0,44.0,44.0,36.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,54.0,52.0,55.0,0.0,2644.5096555826613
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__20671-11_HP_IM3_9_[12064.1,15956].npy",13.0,34.0,36.0,46.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,2541.5945334086805
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_0_[11918,14449].npy",12.0,50.0,48.0,39.0,1.0,7.0,4.0,8.0,22.0,32.0,61.0,53.0,0.0,1.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0,6.0,10.0,16.0,0.5833333333333334,4699.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_1_[23147.3,10263.2].npy",15.0,49.0,52.0,47.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,22.0,21.0,24.0,0.0,3741.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 34425_HP_IM3_11_[18453.6,9502].npy",22.0,48.0,38.0,47.0,4.0,6.0,10.0,5.0,14.0,32.0,32.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,12.0,0.0,3042.917474479565
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__21964-09_HP_IM3_17_[13448.9,9227.3].npy",20.0,49.0,52.0,60.0,1.0,4.0,3.0,4.0,4.0,9.0,10.0,18.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,16.0,17.0,8.0,0.0,2911.1381687966527
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_11_[12756.5,8710].npy",10.0,36.0,24.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,23.0,47.0,41.0,36.0,0.0,2281.3575036094994
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__22748-09_HP_IM3_19_[15527.7,11815.1].npy",11.0,22.0,31.0,32.0,1.0,10.0,7.0,6.0,0.0,2.0,4.0,12.0,2.0,5.0,5.0,3.0,1.0,7.0,1.0,6.0,10.0,57.0,61.0,56.0,0.0,3424.0572286117304
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37097-12_HP_IM3_0_[8583,15527].npy",17.0,30.0,25.0,25.0,0.0,3.0,1.0,2.0,2.0,11.0,18.0,22.0,8.0,7.0,10.0,10.0,0.0,1.0,0.0,1.0,30.0,87.0,95.0,90.0,0.0,3802.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38444-12_HP_IM3_3_[19008,9213].npy",27.0,52.0,35.0,45.0,1.0,5.0,6.0,2.0,3.0,5.0,7.0,7.0,4.0,5.0,7.0,19.0,2.0,0.0,1.0,0.0,4.0,17.0,15.0,10.0,0.0,2745.0284944083496
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34149-12_HP_IM3_0_[11829,14755].npy",19.0,30.0,26.0,29.0,0.0,3.0,7.0,5.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,2.0,0.0,0.0,9.0,34.0,27.0,25.0,0.0,2613.610217902887
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9614-13_HP_IM3_1_[13842,17737].npy",31.0,41.0,44.0,62.0,1.0,3.0,5.0,2.0,7.0,17.0,9.0,13.0,2.0,11.0,6.0,13.0,0.0,0.0,1.0,1.0,22.0,100.0,84.0,87.0,0.06451612903225806,4413.360646038386
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",13.0,22.0,32.0,31.0,2.0,8.0,15.0,17.0,0.0,2.0,2.0,2.0,0.0,2.0,10.0,7.0,1.0,0.0,2.0,1.0,28.0,89.0,76.0,95.0,0.0,4367.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__38893-12_HP_IM3_0_[11223,9985].npy",31.0,84.0,91.0,73.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3217.3013504521773
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_1_[24778,18459].npy",59.0,175.0,161.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3185.0945305544647
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5371-14_HP_IM3_2_[18652,13128].npy",14.0,35.0,30.0,34.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,0.0,1.0,4.0,7.0,3.0,2.0,10.0,6.0,0.21428571428571427,1544.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_2_[18902,11700].npy",24.0,51.0,47.0,45.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1595.420335270758
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__19497-09_HP_IM3_17_[16912.5,11815.1].npy",14.0,24.0,38.0,55.0,2.0,3.0,6.0,1.0,1.0,8.0,8.0,4.0,0.0,3.0,2.0,2.0,2.0,17.0,9.0,4.0,24.0,32.0,41.0,35.0,0.0,3042.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20583-12_HP_IM3_1_[14810,9819].npy",62.0,108.0,100.0,94.0,1.0,4.0,2.0,6.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,16.0,27.0,0.0,3650.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_11_[16220.1,13885.6].npy",15.0,64.0,54.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1888.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES12 25425_HP_IM3_7_[29536.9,11572.5].npy",11.0,26.0,34.0,23.0,3.0,6.0,5.0,5.0,1.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,5.0,9.0,8.0,12.0,0.7272727272727273,1990.3707446620997
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34377-12_HP_IM3_3_[14876,9224].npy",34.0,64.0,71.0,56.0,0.0,17.0,5.0,6.0,1.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,2.0,5.0,1.0,20.0,9.0,12.0,0.4411764705882353,3088.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__149-70_HP_IM3_10_[15527.7,13885.6].npy",17.0,52.0,49.0,47.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,25.0,35.0,0.0,4515.1242005387
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__14672-09_HP_IM3_24_[14833.6,12332.4].npy",29.0,62.0,53.0,43.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,4.0,25.0,34.0,34.0,0.0,2639.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__3938-09_HP_IM3_0_[16800,14866].npy",11.0,31.0,54.0,25.0,1.0,0.0,1.0,1.0,2.0,4.0,13.0,15.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,14.0,29.0,35.0,41.0,0.0,3688.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__42724-12_HP_IM3_0_[12207,13566].npy",23.0,40.0,34.0,39.0,0.0,3.0,0.0,0.0,2.0,7.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,10.0,13.0,13.0,0.0,1732.0538395382816
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1792-10_HP_IM3_5_[11370,8192.7].npy",11.0,10.0,14.0,14.0,2.0,8.0,2.0,6.0,0.0,6.0,9.0,5.0,3.0,10.0,2.0,1.0,5.0,25.0,23.0,18.0,5.0,15.0,12.0,12.0,0.09090909090909093,2014.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_0_[24856,17859].npy",67.0,173.0,156.0,142.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,14.0,19.0,0.0,3668.606139500544
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_0_[24856,17859].npy",32.0,95.0,115.0,91.0,2.0,2.0,7.0,5.0,3.0,3.0,3.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,18.0,20.0,23.0,0.0,3668.606139500544
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__40362-12_HP_IM3_1_[18490,13722].npy",28.0,57.0,44.0,31.0,0.0,1.0,3.0,4.0,0.0,0.0,6.0,6.0,0.0,3.0,2.0,8.0,1.0,3.0,4.0,10.0,0.0,4.0,9.0,14.0,0.8928571428571429,2549.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__27375-11_HP_IM3_16_[14141.2,14402.9].npy",19.0,41.0,39.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,19.0,25.0,24.0,0.2631578947368421,2343.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9736-12_HP_IM3_0_[11257,15210].npy",17.0,29.0,37.0,63.0,5.0,9.0,10.0,11.0,6.0,16.0,13.0,16.0,1.0,10.0,19.0,16.0,0.0,6.0,3.0,2.0,18.0,65.0,65.0,52.0,0.0,3154.566451199726
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__6236-13_HP_IM3_0_[24856,17859].npy",37.0,79.0,69.0,65.0,0.0,0.0,3.0,8.0,0.0,1.0,9.0,10.0,0.0,0.0,5.0,4.0,0.0,3.0,16.0,6.0,0.0,1.0,4.0,17.0,0.10810810810810813,3668.606139500544
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__6431-10_HP_IM3_8_[16220.1,13368.3].npy",18.0,47.0,41.0,58.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,4.0,0.0,0.0,0.0,0.0,0.1111111111111111,1807.1423064647831
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 27438_HP_IM3_2_[15682.4,16230.7].npy",21.0,58.0,58.0,61.0,0.0,7.0,4.0,6.0,2.0,25.0,31.0,14.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,0.0,21.0,33.0,46.0,61.0,0.5238095238095238,4418.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11332-09_HP_IM3_0_[8600.5,10263.2].npy",32.0,65.0,62.0,56.0,0.0,1.0,1.0,0.0,0.0,6.0,11.0,14.0,0.0,1.0,0.0,0.0,6.0,25.0,15.0,21.0,3.0,23.0,12.0,16.0,0.03125,3541.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34452-12_HP_IM3_1_[15204,11917].npy",16.0,40.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,7.0,0.0,2091.5239641117537
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__24986-13_HP_IM3_1_[18985,15554].npy",48.0,90.0,62.0,62.0,0.0,3.0,7.0,5.0,1.0,5.0,20.0,12.0,0.0,3.0,6.0,4.0,0.0,5.0,8.0,4.0,2.0,11.0,11.0,21.0,0.04166666666666666,3240.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37097-12_HP_IM3_1_[9117,16826].npy",20.0,55.0,62.0,67.0,1.0,1.0,2.0,12.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,8.0,1.0,7.0,8.0,2.0,0.05,4123.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 27252_HP_IM3_6_[30229.3,8984.7].npy",11.0,16.0,11.0,17.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,14.0,47.0,39.0,62.0,0.09090909090909093,2551.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_0_[23660,13805].npy",30.0,48.0,37.0,53.0,1.0,11.0,3.0,9.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,4.0,18.0,6.0,12.0,0.0,2191.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20583-12_HP_IM3_2_[15649,10257].npy",16.0,44.0,79.0,113.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2226.650114768281
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__16182-09_HP_IM3_13_[10677.6,11297.8].npy",14.0,33.0,37.0,35.0,0.0,2.0,0.0,1.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,11.0,51.0,35.0,32.0,0.0,2477.289195038933
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5371-14_HP_IM3_1_[19575,9919].npy",21.0,46.0,32.0,46.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.19047619047619047,1294.4308608163667
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__4720-10_HP_IM3_15_[14833.6,14402.9].npy",16.0,23.0,34.0,40.0,0.0,4.0,1.0,0.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,17.0,16.0,38.0,28.0,25.0,0.0,3819.653670065049
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11866-98_HP_IM3_1_[30074.6,5087.7].npy",12.0,50.0,40.0,41.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,4.0,2.0,2.0,3.0,12.0,5.0,11.0,0.0,2130.428747986495
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__8849-13_HP_IM3_2_[13358,16021].npy",11.0,21.0,15.0,13.0,4.0,8.0,7.0,11.0,7.0,22.0,31.0,15.0,4.0,6.0,2.0,8.0,4.0,8.0,11.0,2.0,20.0,59.0,57.0,58.0,1.0,3936.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_18_[12756.5,9227.3].npy",18.0,49.0,60.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,9.0,10.0,12.0,19.0,0.3333333333333333,2312.953372368068
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15399-10_HP_IM3_12_[13448.9,13885.6].npy",16.0,40.0,31.0,21.0,0.0,0.0,0.0,0.0,11.0,11.0,18.0,11.0,1.0,0.0,0.0,0.0,6.0,9.0,7.0,7.0,11.0,31.0,28.0,44.0,0.4375,2753.0926392387346
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__4720-10_HP_IM3_15_[14833.6,14402.9].npy",28.0,38.0,62.0,42.0,1.0,4.0,1.0,0.0,0.0,9.0,11.0,10.0,0.0,2.0,6.0,6.0,1.0,8.0,4.0,5.0,11.0,69.0,48.0,64.0,0.0,3819.653670065049
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1090-98_HP_IM3_14_[25224.5,11297.8].npy",10.0,20.0,15.0,11.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,7.0,0.0,0.0,0.0,5.0,0.0,6.0,3.0,2.0,8.0,41.0,38.0,35.0,0.0,3543.3671275271295
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__20383-12_HP_IM3_2_[12524,14977].npy",11.0,35.0,30.0,27.0,0.0,3.0,12.0,9.0,29.0,61.0,55.0,69.0,1.0,1.0,1.0,0.0,3.0,5.0,4.0,7.0,0.0,3.0,11.0,10.0,0.4545454545454545,3299.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__32458-12_HP_IM3_1_[22654,15166].npy",10.0,48.0,10.0,35.0,1.0,19.0,4.0,14.0,11.0,10.0,16.0,16.0,3.0,2.0,1.0,6.0,13.0,30.0,29.0,28.0,29.0,39.0,47.0,36.0,1.0,3805.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1781-10_HP_IM3_17_[23839.7,6639.6].npy",22.0,57.0,70.0,47.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,8.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,3.0,19.0,27.0,26.0,0.0,3651.5995048528007
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__24071-09_HP_IM3_14_[14833.6,13885.6].npy",18.0,41.0,35.0,23.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,45.0,48.0,69.0,0.0,2663.1930813917224
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 27252_HP_IM3_6_[30229.3,8984.7].npy",12.0,32.0,29.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,27.0,23.0,58.0,50.0,47.0,0.0,2551.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__37097-12_HP_IM3_2_[8817,16226].npy",14.0,24.0,28.0,33.0,2.0,5.0,8.0,12.0,2.0,12.0,17.0,22.0,3.0,5.0,8.0,11.0,1.0,10.0,8.0,8.0,17.0,48.0,32.0,40.0,0.21428571428571427,3752.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_3_[16266,6803].npy",30.0,42.0,33.0,17.0,1.0,1.0,4.0,11.0,1.0,12.0,12.0,18.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,16.0,42.0,44.0,47.0,0.4666666666666667,3595.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__5371-14_HP_IM3_2_[18652,13128].npy",11.0,27.0,21.0,29.0,0.0,5.0,4.0,0.0,1.0,0.0,0.0,3.0,2.0,8.0,2.0,6.0,4.0,2.0,5.0,6.0,1.0,12.0,8.0,7.0,0.09090909090909093,1544.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__12006-10_HP_IM3_8_[23147.3,10780.5].npy",19.0,18.0,25.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,41.0,34.0,0.8421052631578947,2043.3840646328667
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11456-10_HP_IM3_5_[6165,14728.7].npy",32.0,71.0,46.0,31.0,0.0,0.0,1.0,1.0,6.0,8.0,8.0,15.0,0.0,1.0,7.0,7.0,3.0,7.0,8.0,5.0,8.0,36.0,22.0,24.0,1.0,2607.88334419769
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34452-12_HP_IM3_1_[15204,11917].npy",13.0,23.0,22.0,31.0,0.0,3.0,4.0,4.0,0.0,6.0,17.0,15.0,0.0,3.0,2.0,2.0,0.0,0.0,9.0,5.0,15.0,30.0,25.0,14.0,0.0,2091.5239641117537
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__18380-12_HP_IM3_1_[25145,13466].npy",19.0,41.0,54.0,44.0,0.0,4.0,3.0,5.0,0.0,1.0,2.0,0.0,1.0,3.0,5.0,3.0,0.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,0.0,1999.0066284207276
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 2-3-15__ES13 5796_HP_IM3_18_[32308.1,17782.6].npy",15.0,36.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,27.0,24.0,0.0,1680.2483788911106
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__34452-12_HP_IM3_1_[15204,11917].npy",20.0,39.0,34.0,39.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,8.0,9.0,2.0,0.0,2091.5239641117537
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__3938-09_HP_IM3_0_[16800,14866].npy",29.0,70.0,55.0,26.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,27.0,38.0,62.0,0.0,3688.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__17617-10_HP_IM3_14_[11370,11297.8].npy",18.0,42.0,27.0,33.0,2.0,0.0,5.0,0.0,0.0,0.0,7.0,8.0,0.0,2.0,5.0,3.0,5.0,2.0,9.0,4.0,6.0,28.0,33.0,33.0,0.5555555555555556,2928.9709446622405
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__13040-13_HP_IM3_0_[11006,15877].npy",13.0,32.0,38.0,49.0,1.0,2.0,3.0,4.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,2.0,2.0,15.0,8.0,9.0,10.0,11.0,5.0,21.0,1.0,2554.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__9389-13_HP_IM3_2_[23288,13772].npy",14.0,34.0,36.0,28.0,5.0,6.0,4.0,8.0,2.0,4.0,9.0,9.0,0.0,0.0,2.0,3.0,1.0,5.0,7.0,12.0,9.0,21.0,24.0,40.0,1.0,2999.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__11329-10_HP_IM3_12_[9985.2,19061.1].npy",45.0,95.0,71.0,56.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,2.0,6.0,5.0,5.0,37.0,47.0,54.0,0.0,3778.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-26-15__ES13 19009_HP_IM3_0_[24688.5,11055.2].npy",18.0,31.0,22.0,22.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,6.0,16.0,0.7777777777777778,1435.619136829793
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__44422-12_HP_IM3_2_[18513,18348].npy",19.0,60.0,53.0,62.0,8.0,11.0,8.0,4.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3.0,12.0,41.0,43.0,57.0,0.2631578947368421,4367.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__13618-07_HP_IM3_0_[16400,17315].npy",17.0,69.0,56.0,71.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,3.0,7.0,3.0,3.0,1.0,6.0,5.0,1.0,0.0,2527.3617250673856
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\HNSCC 1-29-15__ES13 27252_HP_IM3_1_[35771.8,18818.5].npy",29.0,48.0,42.0,28.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,19.0,17.0,35.0,0.0,2517.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__35626-11_HP_IM3_13_[10677.6,11297.8].npy",17.0,30.0,35.0,43.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,11.0,10.0,14.0,0.0,3287.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__1372-14_HP_IM3_1_[11015.2,16799.2].npy",13.0,24.0,15.0,13.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,41.0,55.0,55.0,0.0,1985.6405380548686
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle validation__25370-12_HP_IM3_1_[18652,7786].npy",16.0,21.0,6.0,5.0,2.0,10.0,11.0,9.0,8.0,23.0,26.0,27.0,2.0,2.0,8.0,9.0,0.0,4.0,0.0,2.0,11.0,45.0,49.0,35.0,0.875,3221.0
"C:/Users/fredl/Documents/datasets/EACRI HNSCC/processed\halle_hnscc__15830-09_HP_IM3_18_[12756.5,9227.3].npy",18.0,31.0,29.0,33.0,0.0,3.0,1.0,7.0,0.0,6.0,8.0,4.0,0.0,3.0,6.0,6.0,1.0,0.0,0.0,1.0,3.0,25.0,26.0,25.0,0.05555555555555555,2312.953372368068
